"yearend","entityid","entityname","bundleguid","filename","lastmodified","cwguid","Entity","Parent Name","Type","Consolidation File Name","Contribution to Parent Entity - Current Year (%)","Contribution to Parent Entity - Prior Year 1 (%)","Contribution to Parent Entity - Prior Year 2 (%)","Contribution to Parent Entity - Prior Year 3 (%)","Contribution to Parent Entity - Prior Year 4 (%)","Contribution to Parent Entity - Budget (%)","Contribution to Parent Entity - Forecast Balance (%)","Consolidation File Location","Extended Description","Type of Consolidation","Consolidation Abbreviated File Name","Include Prior Year Balances","Include Budget Balances","Exclude Zero Balance Accounts","Apply Foreign Exchange","Include Forecast Balance","Enable Account Synchronization","Include Custom Balances","Unmap new external accounts"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","OwCFuTub0WlFzecK1Cpb6G","Child","Remy Desjardins","C","description 46","100","100","100","100","100","100","100","","","External","D000046","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","KsSlXmuV0i2GWunkNSrHKE","Child","Remy Desjardins","C","description 140","100","100","100","100","100","100","100","","","External","D000140","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","P0c-GwPO0ooHZnXfHZopKK","Child","Remy Desjardins","C","description 234","100","100","100","100","100","100","100","","","External","D000234","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","N5ssZm-LEQFEx0FXDLTGGJ","Child","Remy Desjardins","C","description 328","100","100","100","100","100","100","100","","","External","D000328","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","MY56-iXy0MmOc4dcYOt8qG","Child","Remy Desjardins","C","description 422","100","100","100","100","100","100","100","","","External","D000422","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","I2kphWsSUF3PidLsSXH6O8","Child","Remy Desjardins","C","description 516","100","100","100","100","100","100","100","","","External","D000516","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","DYJ3Gl3MER2OnMQ32-pWi2","Child","Remy Desjardins","C","description 610","100","100","100","100","100","100","100","","","External","D000610","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","OxnpSYuX00QHsAXIGkLqG3","Child","Remy Desjardins","C","description 704","100","100","100","100","100","100","100","","","External","D000704","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","C1egGV+CkbsKKLrD6j49aX","Child","Remy Desjardins","C","description 798","100","100","100","100","100","100","100","","","External","D000798","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","JKYZzyLWk7JObYgAPh--+n","Child","Remy Desjardins","C","description 892","100","100","100","100","100","100","100","","","External","D000892","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","DKmRe4PaEQPHihFUhM5YGa","Child","Remy Desjardins","C","description 986","100","100","100","100","100","100","100","","","External","D000986","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","AsGHOaaukMfDF82o2Gaiin","Child","Remy Desjardins","C","description 47","100","100","100","100","100","100","100","","","External","D000047","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","LFjOCiygkHVDZa+O0shkyh","Child","Remy Desjardins","C","description 141","100","100","100","100","100","100","100","","","External","D000141","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","DQdwFRIVEysGZpYruRXy6s","Child","Remy Desjardins","C","description 235","100","100","100","100","100","100","100","","","External","D000235","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","Ff9ErSblUFkO5zGZlRsRau","Child","Remy Desjardins","C","description 329","100","100","100","100","100","100","100","","","External","D000329","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","I6+QWOnkE8iJPI+qYJflO9","Child","Remy Desjardins","C","description 423","100","100","100","100","100","100","100","","","External","D000423","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","PBD7EO6pUFwF9d-Y7fOsCY","Child","Remy Desjardins","C","description 517","100","100","100","100","100","100","100","","","External","D000517","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","I5UJVTd8EWpOIRA-gLv6KS","Child","Remy Desjardins","C","description 611","100","100","100","100","100","100","100","","","External","D000611","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","DQzanD-s0o6BV7MsHixQqZ","Child","Remy Desjardins","C","description 705","100","100","100","100","100","100","100","","","External","D000705","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","N372x0FxE3pBe-lD7dB+O8","Child","Remy Desjardins","C","description 799","100","100","100","100","100","100","100","","","External","D000799","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","P7HUf1qJkAMH+0V+OrONet","Child","Remy Desjardins","C","description 893","100","100","100","100","100","100","100","","","External","D000893","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","LvZ0nyriUBqKBNW4qCKpyJ","Child","Remy Desjardins","C","description 987","100","100","100","100","100","100","100","","","External","D000987","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","A4xY4qSzUu7HTzcTZrFp6p","Child","Remy Desjardins","C","description 48","100","100","100","100","100","100","100","","","External","D000048","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","DYzk47uoULDO1OlZIeVgOZ","Child","Remy Desjardins","C","description 142","100","100","100","100","100","100","100","","","External","D000142","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","CqRMXO9LEgtBRS3Pt6-lKC","Child","Remy Desjardins","C","description 236","100","100","100","100","100","100","100","","","External","D000236","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","BP29jDvVUHJOiueq9JdgaL","Child","Remy Desjardins","C","description 330","100","100","100","100","100","100","100","","","External","D000330","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","BaGh54Qs0WAFYYQaUXhLCb","Child","Remy Desjardins","C","description 424","100","100","100","100","100","100","100","","","External","D000424","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","I+79ime70+0A-bPlXd2fmf","Child","Remy Desjardins","C","description 518","100","100","100","100","100","100","100","","","External","D000518","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","PRcGoPggUBTCDeOOw0r6+k","Child","Remy Desjardins","C","description 612","100","100","100","100","100","100","100","","","External","D000612","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","E84DgOG80ycGuONgXDkhyp","Child","Remy Desjardins","C","description 706","100","100","100","100","100","100","100","","","External","D000706","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","GgKZStbdEVbJyrkyFynCyf","Child","Remy Desjardins","C","description 800","100","100","100","100","100","100","100","","","External","D000800","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","PylNctTcEKVNhsz6w-V4CH","Child","Remy Desjardins","C","description 894","100","100","100","100","100","100","100","","","External","D000894","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","K6jPy-evEfNPoyULuR4fiN","Child","Remy Desjardins","C","description 988","100","100","100","100","100","100","100","","","External","D000988","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","MxFAycNkkRdGqihcuWfn+o","Child","Remy Desjardins","C","description 49","100","100","100","100","100","100","100","","","External","D000049","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","IvKwVB9303BMEJr6bCN9+7","Child","Remy Desjardins","C","description 143","100","100","100","100","100","100","100","","","External","D000143","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","FcL7yONe0oMF8rsBMPC+G0","Child","Remy Desjardins","C","description 237","100","100","100","100","100","100","100","","","External","D000237","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","NABRNkZx0GhLH6WD0K27yc","Child","Remy Desjardins","C","description 331","100","100","100","100","100","100","100","","","External","D000331","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","Cl3oJ66uk5bCmcsEPNTlif","Child","Remy Desjardins","C","description 425","100","100","100","100","100","100","100","","","External","D000425","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","NZT4tdZ7U3QBScBkfv65qH","Child","Remy Desjardins","C","description 519","100","100","100","100","100","100","100","","","External","D000519","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","IEvs8b6l0KYN2dYCFsNtCc","Child","Remy Desjardins","C","description 613","100","100","100","100","100","100","100","","","External","D000613","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","IJpD4YrcUMBNwdBsuLOA6r","Child","Remy Desjardins","C","description 707","100","100","100","100","100","100","100","","","External","D000707","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","LiBhDAbcUIJBJ6AebzLdeo","Child","Remy Desjardins","C","description 801","100","100","100","100","100","100","100","","","External","D000801","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","F0SVSlyzkdoEHDr6h6VICc","Child","Remy Desjardins","C","description 895","100","100","100","100","100","100","100","","","External","D000895","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","BNJmV1EaE82DjMt8y71ra6","Child","Remy Desjardins","C","description 989","100","100","100","100","100","100","100","","","External","D000989","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","EJOHt+5AEJyA4+VE+I+-6b","Child","Remy Desjardins","C","description 50","100","100","100","100","100","100","100","","","External","D000050","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","GZg1aKUFkb-HW574kB+2GS","Child","Remy Desjardins","C","description 144","100","100","100","100","100","100","100","","","External","D000144","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","GxNu3h2JkR-Et04nupv2e7","Child","Remy Desjardins","C","description 238","100","100","100","100","100","100","100","","","External","D000238","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","KWGQl516UvXGdYr-3F9-S+","Child","Remy Desjardins","C","description 332","100","100","100","100","100","100","100","","","External","D000332","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","ONdDXYQkU1RP4rxjD3RcKl","Child","Remy Desjardins","C","description 426","100","100","100","100","100","100","100","","","External","D000426","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","J4bWxRQ2E5EL1tT8CYTQSX","Child","Remy Desjardins","C","description 520","100","100","100","100","100","100","100","","","External","D000520","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","H7AzsypKUvXM-QMBD2+Um5","Child","Remy Desjardins","C","description 614","100","100","100","100","100","100","100","","","External","D000614","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","M8Y413KJkTdIvo7r89bLKH","Child","Remy Desjardins","C","description 708","100","100","100","100","100","100","100","","","External","D000708","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","LBBA+j1UUrfClc+OouOkqm","Child","Remy Desjardins","C","description 802","100","100","100","100","100","100","100","","","External","D000802","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","C4xEDJzTEA1KYTZPljmE+Y","Child","Remy Desjardins","C","description 896","100","100","100","100","100","100","100","","","External","D000896","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","Bvbpjl5Ek0jHBynfP9xNm+","Child","Remy Desjardins","C","description 990","100","100","100","100","100","100","100","","","External","D000990","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","JoxjMGkW0kWJOArSAoVwO1","Child","Remy Desjardins","C","description 51","100","100","100","100","100","100","100","","","External","D000051","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","OAR-KfBWUBdCUz4aylBtqX","Child","Remy Desjardins","C","description 145","100","100","100","100","100","100","100","","","External","D000145","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","Ng0F4j2fkHXHVV95xBP4OY","Child","Remy Desjardins","C","description 239","100","100","100","100","100","100","100","","","External","D000239","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","LfvrnY7z0KuOuc6PV7DjSI","Child","Remy Desjardins","C","description 333","100","100","100","100","100","100","100","","","External","D000333","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","L+oI6BF9E7eCDi07NHhZ+Y","Child","Remy Desjardins","C","description 427","100","100","100","100","100","100","100","","","External","D000427","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","GEQr59BUEXqGsCMBDd3Ima","Child","Remy Desjardins","C","description 521","100","100","100","100","100","100","100","","","External","D000521","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","KvMLz9CHEl7O0kTosB+-aE","Child","Remy Desjardins","C","description 615","100","100","100","100","100","100","100","","","External","D000615","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","E6R+VOsokX7F73fZPp1-uS","Child","Remy Desjardins","C","description 709","100","100","100","100","100","100","100","","","External","D000709","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","NUEHI-+pEjFECh9WUSHxep","Child","Remy Desjardins","C","description 803","100","100","100","100","100","100","100","","","External","D000803","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","EKJ0bkre0RfOwWvAQ47F2+","Child","Remy Desjardins","C","description 897","100","100","100","100","100","100","100","","","External","D000897","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","KqHYsim6U4uFtrW+g69SqT","Child","Remy Desjardins","C","description 991","100","100","100","100","100","100","100","","","External","D000991","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","D2lfLutIUd5MTeBeSBFmuk","Child","Remy Desjardins","C","description 52","100","100","100","100","100","100","100","","","External","D000052","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","ALr4HRTckgbHC7AMU16-OU","Child","Remy Desjardins","C","description 146","100","100","100","100","100","100","100","","","External","D000146","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","AsJebuMP0xIMwDogt2y3uQ","Child","Remy Desjardins","C","description 240","100","100","100","100","100","100","100","","","External","D000240","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","CYeerkOrECeGXV2w+2A-uC","Child","Remy Desjardins","C","description 334","100","100","100","100","100","100","100","","","External","D000334","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","GbGGzsOkUQ-BSuxzD6yU6S","Child","Remy Desjardins","C","description 428","100","100","100","100","100","100","100","","","External","D000428","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","DXKUMsNfklMPverEcvlL6q","Child","Remy Desjardins","C","description 522","100","100","100","100","100","100","100","","","External","D000522","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","KmI8725zksoDC3nv6RGyCe","Child","Remy Desjardins","C","description 616","100","100","100","100","100","100","100","","","External","D000616","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","Jyh6K3lm06PJ+nA8yvL2qn","Child","Remy Desjardins","C","description 710","100","100","100","100","100","100","100","","","External","D000710","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","IrNVhy0XkbYL8oESrPrT6h","Child","Remy Desjardins","C","description 804","100","100","100","100","100","100","100","","","External","D000804","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","AeYhLBj2U0eEK51qKsZ0aH","Child","Remy Desjardins","C","description 898","100","100","100","100","100","100","100","","","External","D000898","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","DjQ8aDlHk5oM5sHrpBLl2l","Child","Remy Desjardins","C","description 992","100","100","100","100","100","100","100","","","External","D000992","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","Gyh4enO2E-pH3PxIx-qg+6","Child","Remy Desjardins","C","description 53","100","100","100","100","100","100","100","","","External","D000053","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","OyD37WaBEfRDl2apNaU5it","Child","Remy Desjardins","C","description 147","100","100","100","100","100","100","100","","","External","D000147","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","EL0K1RT2kVeLzYRGm8mGaF","Child","Remy Desjardins","C","description 241","100","100","100","100","100","100","100","","","External","D000241","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","PggJPVb90wvLjEJt313xum","Child","Remy Desjardins","C","description 335","100","100","100","100","100","100","100","","","External","D000335","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","Dpo2zG08UakGmEk9ecgq2B","Child","Remy Desjardins","C","description 429","100","100","100","100","100","100","100","","","External","D000429","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","OkMW4n0XEMTCWnjr7zPry+","Child","Remy Desjardins","C","description 523","100","100","100","100","100","100","100","","","External","D000523","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","N14-gM5k02CGBhKc7kTLCN","Child","Remy Desjardins","C","description 617","100","100","100","100","100","100","100","","","External","D000617","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","E4c8AMiR0diJ9QlZ8yLXGV","Child","Remy Desjardins","C","description 711","100","100","100","100","100","100","100","","","External","D000711","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","Nn5gViFNUZsGJxPWFpSrqu","Child","Remy Desjardins","C","description 805","100","100","100","100","100","100","100","","","External","D000805","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","HZtvjDhVkANPXSpmk6lhKd","Child","Remy Desjardins","C","description 899","100","100","100","100","100","100","100","","","External","D000899","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","K3XAXx7eketOpp2OW80+mR","Child","Remy Desjardins","C","description 993","100","100","100","100","100","100","100","","","External","D000993","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","HGywrOF6k9QNzq-PSXXT6+","Child","Remy Desjardins","C","description 54","100","100","100","100","100","100","100","","","External","D000054","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","AoA1vY+akhvEIUUl8zKOyX","Child","Remy Desjardins","C","description 148","100","100","100","100","100","100","100","","","External","D000148","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","Ex+geezz03cOcX5eNjxmS5","Child","Remy Desjardins","C","description 242","100","100","100","100","100","100","100","","","External","D000242","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","J2sCrOg60JdMuIeMJEpIG5","Child","Remy Desjardins","C","description 336","100","100","100","100","100","100","100","","","External","D000336","No","No","No","No","No","No","No","No"
"2015","3","City_of_Warnada","2ca5bc64-fad6-46f9-a6bc-52048711fef7","TM18_CY_948_v1_1.ac","2020-01-14","OUDYQn5hE83BlImeXobpWt","Child","Remy Desjardins","C","description 430","100","100","100","100","100","100","100","","","External","D000430","No","No","No","No","No","No","No","No"
